coordinates,footprint,product_name,success,error,part,filename,acquisition_date,end_date,satellite,swath_mode,polarization,orbit_num,data_take
"[[[-95.3827, 28.8151], [-95.0192, 30.3597], [-95.8293, 30.4599], [-96.1803, 28.9145], [-95.3827, 28.8151]]]",,S1A_S1_RAW__0SVV_2023-05-06T12:31:30_2023-05-06T12:31:56_048413_05D2C5,False,,PT2,s1a-s1-raw-s-vv-20230506t123130-20230506t123156-048413-05d2c5.zarr,2023-05-06T12:31:30,2023-05-06T12:31:56,S1A,S1,VV,048413,05d2c5
"[[[55.5911, -5.6727], [55.926, -4.1259], [55.2249, -4.0224], [54.8882, -5.5681], [55.5911, -5.6727]]]",,S1A_S1_RAW__0SVV_2023-10-08T02:07:32_2023-10-08T02:07:57_050667_061AD2,False,,PT2,s1a-s1-raw-s-vv-20231008t020732-20231008t020757-050667-061ad2.zarr,2023-10-08T02:07:32,2023-10-08T02:07:57,S1A,S1,VV,050667,061ad2
"[[[-95.3821, 28.8147], [-95.0186, 30.3593], [-95.8288, 30.4596], [-96.1798, 28.9142], [-95.3821, 28.8147]]]",,S1A_S1_RAW__0SVV_2023-11-14T12:31:37_2023-11-14T12:32:03_051213_062D7F,False,,PT2,s1a-s1-raw-s-vv-20231114t123137-20231114t123203-051213-062d7f.zarr,2023-11-14T12:31:37,2023-11-14T12:32:03,S1A,S1,VV,051213,062d7f
"[[[-95.3815, 28.8153], [-95.018, 30.3599], [-95.8282, 30.4601], [-96.1792, 28.9148], [-95.3815, 28.8153]]]",,S1A_S1_RAW__0SVV_2024-01-13T12:31:34_2024-01-13T12:32:00_052088_064BA6,False,,PT2,s1a-s1-raw-s-vv-20240113t123134-20240113t123200-052088-064ba6.zarr,2024-01-13T12:31:34,2024-01-13T12:32:00,S1A,S1,VV,052088,064ba6
"[[[-95.3837, 28.8152], [-95.0203, 30.3599], [-95.8305, 30.4601], [-96.1814, 28.9147], [-95.3837, 28.8152]]]",,S1A_S1_RAW__0SVV_2024-05-24T12:31:35_2024-05-24T12:32:00_054013_069103,False,,PT2,s1a-s1-raw-s-vv-20240524t123135-20240524t123200-054013-069103.zarr,2024-05-24T12:31:35,2024-05-24T12:32:00,S1A,S1,VV,054013,069103
"[[[55.5914, -5.6724], [55.9264, -4.1256], [55.2253, -4.0221], [54.8886, -5.5678], [55.5914, -5.6724]]]",,S1A_S1_RAW__0SVV_2024-09-08T02:07:27_2024-09-08T02:07:52_055567_06C831,False,,PT2,s1a-s1-raw-s-vv-20240908t020727-20240908t020752-055567-06c831.zarr,2024-09-08T02:07:27,2024-09-08T02:07:52,S1A,S1,VV,055567,06c831
"[[[-95.3807, 28.8148], [-95.0171, 30.3594], [-95.8272, 30.4597], [-96.1783, 28.9143], [-95.3807, 28.8148]]]",,S1A_S1_RAW__0SVV_2024-09-09T12:31:33_2024-09-09T12:31:58_055588_06C902,False,,PT2,s1a-s1-raw-s-vv-20240909t123133-20240909t123158-055588-06c902.zarr,2024-09-09T12:31:33,2024-09-09T12:31:58,S1A,S1,VV,055588,06c902
"[[[-64.0456, 1.6492], [-63.3465, 1.7496], [-63.6089, 2.9948], [-64.3085, 2.895], [-64.0456, 1.6492]]]",,S1A_S1_RAW__0SVV_2024-09-22T22:24:31_2024-09-22T22:24:52_055784_06D0BB,False,,PT2,s1a-s1-raw-s-vv-20240922t222431-20240922t222452-055784-06d0bb.zarr,2024-09-22T22:24:31,2024-09-22T22:24:52,S1A,S1,VV,055784,06d0bb
"[[[94.0742, 12.7541], [94.7903, 12.8512], [94.6569, 13.4916], [93.9388, 13.3945], [94.0742, 12.7541]]]",,S1A_S1_RAW__0SVV_2024-10-10T11:45:46_2024-10-10T11:45:56_056040_06DAD3,False,,PT2,s1a-s1-raw-s-vv-20241010t114546-20241010t114556-056040-06dad3.zarr,2024-10-10T11:45:46,2024-10-10T11:45:56,S1A,S1,VV,056040,06dad3
"[[[-95.3804, 28.8142], [-95.0169, 30.3588], [-95.827, 30.459], [-96.1781, 28.9137], [-95.3804, 28.8142]]]",,S1A_S1_RAW__0SVV_2024-10-15T12:31:34_2024-10-15T12:31:59_056113_06DDB7,False,,PT2,s1a-s1-raw-s-vv-20241015t123134-20241015t123159-056113-06ddb7.zarr,2024-10-15T12:31:34,2024-10-15T12:31:59,S1A,S1,VV,056113,06ddb7
"[[[94.3427, 12.1668], [94.6058, 13.4129], [93.8879, 13.51], [93.6282, 12.264], [94.3427, 12.1668]]]",,S1A_S1_RAW__0SVV_2024-10-24T23:42:44_2024-10-24T23:43:05_056251_06E33B,False,,PT2,s1a-s1-raw-s-vv-20241024t234244-20241024t234305-056251-06e33b.zarr,2024-10-24T23:42:44,2024-10-24T23:43:05,S1A,S1,VV,056251,06e33b
"[[[55.5927, -5.6756], [55.9277, -4.1288], [55.2265, -4.0253], [54.8898, -5.571], [55.5927, -5.6756]]]",,S1A_S1_RAW__0SVV_2024-10-26T02:07:27_2024-10-26T02:07:53_056267_06E3DE,False,,PT2,s1a-s1-raw-s-vv-20241026t020727-20241026t020753-056267-06e3de.zarr,2024-10-26T02:07:27,2024-10-26T02:07:53,S1A,S1,VV,056267,06e3de
"[[[94.339, 12.1647], [94.6021, 13.4109], [93.8842, 13.5078], [93.6246, 12.2619], [94.339, 12.1647]]]",,S1A_S1_RAW__0SVV_2024-11-17T23:42:44_2024-11-17T23:43:05_056601_06F127,False,,PT2,s1a-s1-raw-s-vv-20241117t234244-20241117t234305-056601-06f127.zarr,2024-11-17T23:42:44,2024-11-17T23:43:05,S1A,S1,VV,056601,06f127
"[[[43.8121, -12.3944], [44.0254, -11.4542], [43.3112, -11.3449], [43.0954, -12.2842], [43.8121, -12.3944]]]",,S1A_S1_RAW__0SVV_2024-11-20T02:50:37_2024-11-20T02:50:52_056632_06F269,False,,PT2,s1a-s1-raw-s-vv-20241120t025037-20241120t025052-056632-06f269.zarr,2024-11-20T02:50:37,2024-11-20T02:50:52,S1A,S1,VV,056632,06f269
"[[[-95.3816, 28.8143], [-95.0181, 30.3589], [-95.8283, 30.4591], [-96.1793, 28.9138], [-95.3816, 28.8143]]]",,S1A_S1_RAW__0SVV_2024-12-26T12:31:30_2024-12-26T12:31:56_057163_07076E,False,,PT2,s1a-s1-raw-s-vv-20241226t123130-20241226t123156-057163-07076e.zarr,2024-12-26T12:31:30,2024-12-26T12:31:56,S1A,S1,VV,057163,07076e
"[[[55.5917, -5.6719], [55.9265, -4.1251], [55.2255, -4.0216], [54.8888, -5.5673], [55.5917, -5.6719]]]",,S1A_S1_RAW__0SVV_2025-01-30T02:07:21_2025-01-30T02:07:47_057667_071B60,False,,PT2,s1a-s1-raw-s-vv-20250130t020721-20250130t020747-057667-071b60.zarr,2025-01-30T02:07:21,2025-01-30T02:07:47,S1A,S1,VV,057667,071b60
"[[[43.8126, -12.3933], [44.0259, -11.4531], [43.3117, -11.3438], [43.0959, -12.2831], [43.8126, -12.3933]]]",,S1A_S1_RAW__0SVV_2025-02-12T02:50:30_2025-02-12T02:50:46_057857_0722F4,False,,PT2,s1a-s1-raw-s-vv-20250212t025030-20250212t025046-057857-0722f4.zarr,2025-02-12T02:50:30,2025-02-12T02:50:46,S1A,S1,VV,057857,0722f4
"[[[43.8128, -12.3929], [44.0261, -11.4527], [43.3119, -11.3434], [43.096, -12.2827], [43.8128, -12.3929]]]",,S1A_S1_RAW__0SVV_2025-02-24T02:50:30_2025-02-24T02:50:46_058032_072A18,False,,PT2,s1a-s1-raw-s-vv-20250224t025030-20250224t025046-058032-072a18.zarr,2025-02-24T02:50:30,2025-02-24T02:50:46,S1A,S1,VV,058032,072a18
"[[[55.5913, -5.6737], [55.9262, -4.1269], [55.2251, -4.0233], [54.8884, -5.5691], [55.5913, -5.6737]]]",,S1A_S1_RAW__0SVV_2025-03-07T02:07:21_2025-03-07T02:07:46_058192_0730A4,False,,PT2,s1a-s1-raw-s-vv-20250307t020721-20250307t020746-058192-0730a4.zarr,2025-03-07T02:07:21,2025-03-07T02:07:46,S1A,S1,VV,058192,0730a4
"[[[-51.6651, 3.3198], [-50.9647, 3.4193], [-51.2897, 4.9724], [-51.9914, 4.8737], [-51.6651, 3.3198]]]",,S1A_S2_RAW__0SHH_2023-03-26T21:35:31_2023-03-26T21:35:57_047821_05BED7,False,,PT2,s1a-s2-raw-s-hh-20230326t213531-20230326t213557-047821-05bed7.zarr,2023-03-26T21:35:31,2023-03-26T21:35:57,S1A,S2,HH,047821,05bed7
"[[[-51.6641, 3.3188], [-50.9637, 3.4183], [-51.2887, 4.9714], [-51.9904, 4.8727], [-51.6641, 3.3188]]]",,S1A_S2_RAW__0SHH_2023-06-30T21:35:35_2023-06-30T21:36:01_049221_05EB26,False,,PT2,s1a-s2-raw-s-hh-20230630t213535-20230630t213601-049221-05eb26.zarr,2023-06-30T21:35:35,2023-06-30T21:36:01,S1A,S2,HH,049221,05eb26
"[[[-51.6659, 3.3195], [-50.9656, 3.419], [-51.2906, 4.9721], [-51.9922, 4.8734], [-51.6659, 3.3195]]]",,S1A_S2_RAW__0SHH_2023-09-22T21:35:40_2023-09-22T21:36:05_050446_061327,False,,PT2,s1a-s2-raw-s-hh-20230922t213540-20230922t213605-050446-061327.zarr,2023-09-22T21:35:40,2023-09-22T21:36:05,S1A,S2,HH,050446,061327
"[[[-51.6645, 3.3197], [-50.9641, 3.4191], [-51.2891, 4.9722], [-51.9908, 4.8735], [-51.6645, 3.3197]]]",,S1A_S2_RAW__0SHH_2024-02-13T21:35:35_2024-02-13T21:36:01_052546_065B15,False,,PT2,s1a-s2-raw-s-hh-20240213t213535-20240213t213601-052546-065b15.zarr,2024-02-13T21:35:35,2024-02-13T21:36:01,S1A,S2,HH,052546,065b15
"[[[-51.6651, 3.3189], [-50.9647, 3.4183], [-51.2896, 4.9714], [-51.9913, 4.8727], [-51.6651, 3.3189]]]",,S1A_S2_RAW__0SHH_2024-05-19T21:35:37_2024-05-19T21:36:03_053946_068EB7,False,,PT2,s1a-s2-raw-s-hh-20240519t213537-20240519t213603-053946-068eb7.zarr,2024-05-19T21:35:37,2024-05-19T21:36:03,S1A,S2,HH,053946,068eb7
"[[[-51.663, 3.3107], [-50.9627, 3.4101], [-51.2876, 4.9632], [-51.9892, 4.8646], [-51.663, 3.3107]]]",,S1A_S2_RAW__0SHH_2024-06-24T21:35:36_2024-06-24T21:36:01_054471_06A0E5,False,,PT2,s1a-s2-raw-s-hh-20240624t213536-20240624t213601-054471-06a0e5.zarr,2024-06-24T21:35:36,2024-06-24T21:36:01,S1A,S2,HH,054471,06a0e5
"[[[11.4931, 30.3148], [11.8567, 31.8647], [11.0322, 31.963], [10.682, 30.4124], [11.4931, 30.3148]]]",,S1A_S2_RAW__0SHH_2024-08-08T05:22:50_2024-08-08T05:23:23_055117_06B756,False,,PT2,s1a-s2-raw-s-hh-20240808t052250-20240808t052323-055117-06b756.zarr,2024-08-08T05:22:50,2024-08-08T05:23:23,S1A,S2,HH,055117,06b756
"[[[-94.0422, -10.7428], [-93.5587, -8.5872], [-94.266, -8.4797], [-94.7542, -10.6334], [-94.0422, -10.7428]]]",,S1A_S2_RAW__0SHH_2025-01-30T12:00:38_2025-01-30T12:01:11_057673_071BA0,False,,PT2,s1a-s2-raw-s-hh-20250130t120038-20250130t120111-057673-071ba0.zarr,2025-01-30T12:00:38,2025-01-30T12:01:11,S1A,S2,HH,057673,071ba0
"[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]]",,S1A_S2_RAW__0SHH_2025-04-25T16:46:00_2025-04-25T16:46:33_058915_074DCB,False,,PT2,s1a-s2-raw-s-hh-20250425t164600-20250425t164633-058915-074dcb.zarr,2025-04-25T16:46:00,2025-04-25T16:46:33,S1A,S2,HH,058915,074dcb
"[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]]",,S1A_S2_RAW__0SHH_2025-04-25T16:46:25_2025-04-25T16:47:01_058915_074DCB,False,,PT2,s1a-s2-raw-s-hh-20250425t164625-20250425t164701-058915-074dcb.zarr,2025-04-25T16:46:25,2025-04-25T16:47:01,S1A,S2,HH,058915,074dcb
"[[[-51.6651, 3.3198], [-50.9647, 3.4193], [-51.2897, 4.9724], [-51.9914, 4.8737], [-51.6651, 3.3198]]]",,S1A_S2_RAW__0SHV_2023-03-26T21:35:31_2023-03-26T21:35:57_047821_05BED7,False,,PT2,s1a-s2-raw-s-hv-20230326t213531-20230326t213557-047821-05bed7.zarr,2023-03-26T21:35:31,2023-03-26T21:35:57,S1A,S2,HV,047821,05bed7
"[[[-51.6641, 3.3188], [-50.9637, 3.4183], [-51.2887, 4.9714], [-51.9904, 4.8727], [-51.6641, 3.3188]]]",,S1A_S2_RAW__0SHV_2023-06-30T21:35:35_2023-06-30T21:36:01_049221_05EB26,False,,PT2,s1a-s2-raw-s-hv-20230630t213535-20230630t213601-049221-05eb26.zarr,2023-06-30T21:35:35,2023-06-30T21:36:01,S1A,S2,HV,049221,05eb26
"[[[-51.6659, 3.3195], [-50.9656, 3.419], [-51.2906, 4.9721], [-51.9922, 4.8734], [-51.6659, 3.3195]]]",,S1A_S2_RAW__0SHV_2023-09-22T21:35:40_2023-09-22T21:36:05_050446_061327,False,,PT2,s1a-s2-raw-s-hv-20230922t213540-20230922t213605-050446-061327.zarr,2023-09-22T21:35:40,2023-09-22T21:36:05,S1A,S2,HV,050446,061327
"[[[-51.6645, 3.3197], [-50.9641, 3.4191], [-51.2891, 4.9722], [-51.9908, 4.8735], [-51.6645, 3.3197]]]",,S1A_S2_RAW__0SHV_2024-02-13T21:35:35_2024-02-13T21:36:01_052546_065B15,False,,PT2,s1a-s2-raw-s-hv-20240213t213535-20240213t213601-052546-065b15.zarr,2024-02-13T21:35:35,2024-02-13T21:36:01,S1A,S2,HV,052546,065b15
"[[[-51.6651, 3.3189], [-50.9647, 3.4183], [-51.2896, 4.9714], [-51.9913, 4.8727], [-51.6651, 3.3189]]]",,S1A_S2_RAW__0SHV_2024-05-19T21:35:37_2024-05-19T21:36:03_053946_068EB7,False,,PT2,s1a-s2-raw-s-hv-20240519t213537-20240519t213603-053946-068eb7.zarr,2024-05-19T21:35:37,2024-05-19T21:36:03,S1A,S2,HV,053946,068eb7
"[[[-51.663, 3.3107], [-50.9627, 3.4101], [-51.2876, 4.9632], [-51.9892, 4.8646], [-51.663, 3.3107]]]",,S1A_S2_RAW__0SHV_2024-06-24T21:35:36_2024-06-24T21:36:01_054471_06A0E5,False,,PT2,s1a-s2-raw-s-hv-20240624t213536-20240624t213601-054471-06a0e5.zarr,2024-06-24T21:35:36,2024-06-24T21:36:01,S1A,S2,HV,054471,06a0e5
"[[[-94.0422, -10.7428], [-93.5587, -8.5872], [-94.266, -8.4797], [-94.7542, -10.6334], [-94.0422, -10.7428]]]",,S1A_S2_RAW__0SHV_2025-01-30T12:00:38_2025-01-30T12:01:11_057673_071BA0,False,,PT2,s1a-s2-raw-s-hv-20250130t120038-20250130t120111-057673-071ba0.zarr,2025-01-30T12:00:38,2025-01-30T12:01:11,S1A,S2,HV,057673,071ba0
"[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]]",,S1A_S2_RAW__0SHV_2025-04-25T16:46:00_2025-04-25T16:46:33_058915_074DCB,False,,PT2,s1a-s2-raw-s-hv-20250425t164600-20250425t164633-058915-074dcb.zarr,2025-04-25T16:46:00,2025-04-25T16:46:33,S1A,S2,HV,058915,074dcb
"[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]]",,S1A_S2_RAW__0SHV_2025-04-25T16:46:25_2025-04-25T16:47:01_058915_074DCB,False,,PT2,s1a-s2-raw-s-hv-20250425t164625-20250425t164701-058915-074dcb.zarr,2025-04-25T16:46:25,2025-04-25T16:47:01,S1A,S2,HV,058915,074dcb
"[[[-118.6874, 28.1665], [-117.8938, 28.2633], [-118.17, 29.5125], [-118.9733, 29.4153], [-118.6874, 28.1665]]]",,S1A_S2_RAW__0SVH_2023-06-25T01:49:17_2023-06-25T01:49:38_049136_05E894,False,,PT2,s1a-s2-raw-s-vh-20230625t014917-20230625t014938-049136-05e894.zarr,2023-06-25T01:49:17,2023-06-25T01:49:38,S1A,S2,VH,049136,05e894
"[[[-118.6863, 28.1669], [-117.8926, 28.2637], [-118.1689, 29.5128], [-118.9722, 29.4156], [-118.6863, 28.1669]]]",,S1A_S2_RAW__0SVH_2023-11-04T01:49:22_2023-11-04T01:49:42_051061_06282F,False,,PT2,s1a-s2-raw-s-vh-20231104t014922-20231104t014942-051061-06282f.zarr,2023-11-04T01:49:22,2023-11-04T01:49:42,S1A,S2,VH,051061,06282f
"[[[-118.6867, 28.1669], [-117.8931, 28.2637], [-118.1694, 29.5128], [-118.9726, 29.4156], [-118.6867, 28.1669]]]",,S1A_S2_RAW__0SVH_2024-04-08T01:49:19_2024-04-08T01:49:39_053336_06778B,False,,PT2,s1a-s2-raw-s-vh-20240408t014919-20240408t014939-053336-06778b.zarr,2024-04-08T01:49:19,2024-04-08T01:49:39,S1A,S2,VH,053336,06778b
"[[[-118.6869, 28.1693], [-117.8933, 28.2661], [-118.1695, 29.5153], [-118.9728, 29.4181], [-118.6869, 28.1693]]]",,S1A_S2_RAW__0SVH_2024-05-02T01:49:19_2024-05-02T01:49:40_053686_068553,False,,PT2,s1a-s2-raw-s-vh-20240502t014919-20240502t014940-053686-068553.zarr,2024-05-02T01:49:19,2024-05-02T01:49:40,S1A,S2,VH,053686,068553
"[[[-118.6868, 28.1698], [-117.8931, 28.2666], [-118.1694, 29.5157], [-118.9727, 29.4185], [-118.6868, 28.1698]]]",,S1A_S2_RAW__0SVH_2024-10-29T01:49:18_2024-10-29T01:49:39_056311_06E594,False,,PT2,s1a-s2-raw-s-vh-20241029t014918-20241029t014939-056311-06e594.zarr,2024-10-29T01:49:18,2024-10-29T01:49:39,S1A,S2,VH,056311,06e594
"[[[-118.685, 28.1671], [-117.8914, 28.2638], [-118.1675, 29.513], [-118.9709, 29.4158], [-118.685, 28.1671]]]",,S1A_S2_RAW__0SVH_2024-12-16T01:49:15_2024-12-16T01:49:36_057011_070160,False,,PT2,s1a-s2-raw-s-vh-20241216t014915-20241216t014936-057011-070160.zarr,2024-12-16T01:49:15,2024-12-16T01:49:36,S1A,S2,VH,057011,070160
"[[[-92.9985, -6.0453], [-92.5686, -4.0685], [-93.2694, -3.9646], [-93.7016, -5.9399], [-92.9985, -6.0453]]]",,S1A_S2_RAW__0SVH_2025-03-07T11:59:23_2025-03-07T11:59:56_058198_0730E8,False,,PT2,s1a-s2-raw-s-vh-20250307t115923-20250307t115956-058198-0730e8.zarr,2025-03-07T11:59:23,2025-03-07T11:59:56,S1A,S2,VH,058198,0730e8
"[[[-118.6874, 28.1665], [-117.8938, 28.2633], [-118.17, 29.5125], [-118.9733, 29.4153], [-118.6874, 28.1665]]]",,S1A_S2_RAW__0SVV_2023-06-25T01:49:17_2023-06-25T01:49:38_049136_05E894,False,,PT2,s1a-s2-raw-s-vv-20230625t014917-20230625t014938-049136-05e894.zarr,2023-06-25T01:49:17,2023-06-25T01:49:38,S1A,S2,VV,049136,05e894
"[[[-118.6863, 28.1669], [-117.8926, 28.2637], [-118.1689, 29.5128], [-118.9722, 29.4156], [-118.6863, 28.1669]]]",,S1A_S2_RAW__0SVV_2023-11-04T01:49:22_2023-11-04T01:49:42_051061_06282F,False,,PT2,s1a-s2-raw-s-vv-20231104t014922-20231104t014942-051061-06282f.zarr,2023-11-04T01:49:22,2023-11-04T01:49:42,S1A,S2,VV,051061,06282f
"[[[-118.6867, 28.1669], [-117.8931, 28.2637], [-118.1694, 29.5128], [-118.9726, 29.4156], [-118.6867, 28.1669]]]",,S1A_S2_RAW__0SVV_2024-04-08T01:49:19_2024-04-08T01:49:39_053336_06778B,False,,PT2,s1a-s2-raw-s-vv-20240408t014919-20240408t014939-053336-06778b.zarr,2024-04-08T01:49:19,2024-04-08T01:49:39,S1A,S2,VV,053336,06778b
"[[[-118.6869, 28.1693], [-117.8933, 28.2661], [-118.1695, 29.5153], [-118.9728, 29.4181], [-118.6869, 28.1693]]]",,S1A_S2_RAW__0SVV_2024-05-02T01:49:19_2024-05-02T01:49:40_053686_068553,False,,PT2,s1a-s2-raw-s-vv-20240502t014919-20240502t014940-053686-068553.zarr,2024-05-02T01:49:19,2024-05-02T01:49:40,S1A,S2,VV,053686,068553
"[[[-118.6868, 28.1698], [-117.8931, 28.2666], [-118.1694, 29.5157], [-118.9727, 29.4185], [-118.6868, 28.1698]]]",,S1A_S2_RAW__0SVV_2024-10-29T01:49:18_2024-10-29T01:49:39_056311_06E594,False,,PT2,s1a-s2-raw-s-vv-20241029t014918-20241029t014939-056311-06e594.zarr,2024-10-29T01:49:18,2024-10-29T01:49:39,S1A,S2,VV,056311,06e594
"[[[-118.685, 28.1671], [-117.8914, 28.2638], [-118.1675, 29.513], [-118.9709, 29.4158], [-118.685, 28.1671]]]",,S1A_S2_RAW__0SVV_2024-12-16T01:49:15_2024-12-16T01:49:36_057011_070160,False,,PT2,s1a-s2-raw-s-vv-20241216t014915-20241216t014936-057011-070160.zarr,2024-12-16T01:49:15,2024-12-16T01:49:36,S1A,S2,VV,057011,070160
"[[[-92.9985, -6.0453], [-92.5686, -4.0685], [-93.2694, -3.9646], [-93.7016, -5.9399], [-92.9985, -6.0453]]]",,S1A_S2_RAW__0SVV_2025-03-07T11:59:23_2025-03-07T11:59:56_058198_0730E8,False,,PT2,s1a-s2-raw-s-vv-20250307t115923-20250307t115956-058198-0730e8.zarr,2025-03-07T11:59:23,2025-03-07T11:59:56,S1A,S2,VV,058198,0730e8
"[[[73.1727, -53.9375], [73.9062, -52.757], [72.7754, -52.5305], [72.0137, -53.7036], [73.1727, -53.9375]]]",,S1A_S3_RAW__0SHH_2023-04-10T00:01:10_2023-04-10T00:01:31_048026_05C5D2,False,,PT2,s1a-s3-raw-s-hh-20230410t000110-20230410t000131-048026-05c5d2.zarr,2023-04-10T00:01:10,2023-04-10T00:01:31,S1A,S3,HH,048026,05c5d2
"[[[42.2041, -17.6848], [42.9375, -17.5648], [42.704, -16.6307], [41.9744, -16.7493], [42.2041, -17.6848]]]",,S1A_S3_RAW__0SHH_2023-07-13T15:35:57_2023-07-13T15:36:13_049406_05F0E9,False,,PT2,s1a-s3-raw-s-hh-20230713t153557-20230713t153613-049406-05f0e9.zarr,2023-07-13T15:35:57,2023-07-13T15:36:13,S1A,S3,HH,049406,05f0e9
"[[[42.2045, -17.6843], [42.9378, -17.5644], [42.7043, -16.6302], [41.9747, -16.7488], [42.2045, -17.6843]]]",,S1A_S3_RAW__0SHH_2023-10-17T15:36:01_2023-10-17T15:36:16_050806_061F95,False,,PT2,s1a-s3-raw-s-hh-20231017t153601-20231017t153616-050806-061f95.zarr,2023-10-17T15:36:01,2023-10-17T15:36:16,S1A,S3,HH,050806,061f95
"[[[42.2049, -17.6855], [42.9382, -17.5656], [42.7047, -16.6314], [41.9752, -16.75], [42.2049, -17.6855]]]",,S1A_S3_RAW__0SHH_2023-10-29T15:36:01_2023-10-29T15:36:16_050981_062580,False,,PT2,s1a-s3-raw-s-hh-20231029t153601-20231029t153616-050981-062580.zarr,2023-10-29T15:36:01,2023-10-29T15:36:16,S1A,S3,HH,050981,062580
"[[[42.2044, -17.6844], [42.9378, -17.5645], [42.7043, -16.6303], [41.9747, -16.7489], [42.2044, -17.6844]]]",,S1A_S3_RAW__0SHH_2023-12-04T15:36:00_2023-12-04T15:36:15_051506_063795,False,,PT2,s1a-s3-raw-s-hh-20231204t153600-20231204t153615-051506-063795.zarr,2023-12-04T15:36:00,2023-12-04T15:36:15,S1A,S3,HH,051506,063795
"[[[73.1744, -53.9374], [73.9079, -52.7569], [72.7772, -52.5304], [72.0155, -53.7036], [73.1744, -53.9374]]]",,S1A_S3_RAW__0SHH_2023-12-30T00:01:16_2023-12-30T00:01:37_051876_064473,False,,PT2,s1a-s3-raw-s-hh-20231230t000116-20231230t000137-051876-064473.zarr,2023-12-30T00:01:16,2023-12-30T00:01:37,S1A,S3,HH,051876,064473
"[[[42.2051, -17.6847], [42.9384, -17.5648], [42.7049, -16.6306], [41.9754, -16.7492], [42.2051, -17.6847]]]",,S1A_S3_RAW__0SHH_2024-01-09T15:35:58_2024-01-09T15:36:13_052031_0649BA,False,,PT2,s1a-s3-raw-s-hh-20240109t153558-20240109t153613-052031-0649ba.zarr,2024-01-09T15:35:58,2024-01-09T15:36:13,S1A,S3,HH,052031,0649ba
"[[[42.205, -17.6852], [42.9383, -17.5652], [42.7048, -16.6311], [41.9753, -16.7497], [42.205, -17.6852]]]",,S1A_S3_RAW__0SHH_2024-01-21T15:35:57_2024-01-21T15:36:13_052206_064FA4,False,,PT2,s1a-s3-raw-s-hh-20240121t153557-20240121t153613-052206-064fa4.zarr,2024-01-21T15:35:57,2024-01-21T15:36:13,S1A,S3,HH,052206,064fa4
"[[[42.2041, -17.6843], [42.9375, -17.5644], [42.704, -16.6302], [41.9744, -16.7489], [42.2041, -17.6843]]]",,S1A_S3_RAW__0SHH_2024-02-26T15:35:56_2024-02-26T15:36:12_052731_066165,False,,PT2,s1a-s3-raw-s-hh-20240226t153556-20240226t153612-052731-066165.zarr,2024-02-26T15:35:56,2024-02-26T15:36:12,S1A,S3,HH,052731,066165
"[[[115.4599, -29.9153], [116.2661, -29.7733], [115.8034, -28.2516], [115.009, -28.3903], [115.4599, -29.9153]]]",,S1A_S3_RAW__0SHH_2024-03-07T10:52:46_2024-03-07T10:53:11_052874_066655,False,,PT2,s1a-s3-raw-s-hh-20240307t105246-20240307t105311-052874-066655.zarr,2024-03-07T10:52:46,2024-03-07T10:53:11,S1A,S3,HH,052874,066655
"[[[-46.5137, -24.6044], [-45.7448, -24.4731], [-46.1664, -22.945], [-46.9262, -23.0736], [-46.5137, -24.6044]]]",,S1A_S3_RAW__0SHH_2024-03-13T21:36:04_2024-03-13T21:36:30_052968_06697A,False,,PT2,s1a-s3-raw-s-hh-20240313t213604-20240313t213630-052968-06697a.zarr,2024-03-13T21:36:04,2024-03-13T21:36:30,S1A,S3,HH,052968,06697a
"[[[-46.5159, -24.6034], [-45.747, -24.4722], [-46.1684, -22.9441], [-46.9283, -23.0726], [-46.5159, -24.6034]]]",,S1A_S3_RAW__0SHH_2024-08-04T21:36:03_2024-08-04T21:36:29_055068_06B598,False,,PT2,s1a-s3-raw-s-hh-20240804t213603-20240804t213629-055068-06b598.zarr,2024-08-04T21:36:03,2024-08-04T21:36:29,S1A,S3,HH,055068,06b598
"[[[-46.5135, -24.6039], [-45.7446, -24.4726], [-46.1662, -22.9445], [-46.9261, -23.0731], [-46.5135, -24.6039]]]",,S1A_S3_RAW__0SHH_2024-09-09T21:36:04_2024-09-09T21:36:29_055593_06C93C,False,,PT2,s1a-s3-raw-s-hh-20240909t213604-20240909t213629-055593-06c93c.zarr,2024-09-09T21:36:04,2024-09-09T21:36:29,S1A,S3,HH,055593,06c93c
"[[[73.1742, -53.939], [73.9078, -52.7585], [72.777, -52.532], [72.0153, -53.7051], [73.1742, -53.939]]]",,S1A_S3_RAW__0SHH_2024-11-06T00:01:14_2024-11-06T00:01:35_056426_06EA2B,False,,PT2,s1a-s3-raw-s-hh-20241106t000114-20241106t000135-056426-06ea2b.zarr,2024-11-06T00:01:14,2024-11-06T00:01:35,S1A,S3,HH,056426,06ea2b
