coordinates,footprint,product_name,success,error,part,filename,acquisition_date,end_date,satellite,swath_mode,polarization,orbit_num,data_take
"[[[165.6029, -11.4995], [166.3144, -11.384], [165.9496, -9.8486], [165.2418, -9.9618], [165.6029, -11.4995]]]",,S1A_S5_RAW__0SVH_2024-08-24T07:23:52_2024-08-24T07:24:17_055351_06BFFE,False,,PT1,s1a-s5-raw-s-vh-20240824t072352-20240824t072417-055351-06bffe.zarr,2024-08-24T07:23:52,2024-08-24T07:24:17,S1A,S5,VH,055351,06bffe
"[[[-63.5927, 1.5901], [-62.8951, 1.6897], [-63.3445, 3.8359], [-64.0433, 3.7384], [-63.5927, 1.5901]]]",,S1A_S5_RAW__0SVH_2024-09-27T22:32:38_2024-09-27T22:33:14_055857_06D3A2,False,,PT1,s1a-s5-raw-s-vh-20240927t223238-20240927t223314-055857-06d3a2.zarr,2024-09-27T22:32:38,2024-09-27T22:33:14,S1A,S5,VH,055857,06d3a2
"[[[-63.8608, 2.8592], [-63.1626, 2.9575], [-63.421, 4.1987], [-64.1201, 4.1015], [-63.8608, 2.8592]]]",,S1A_S5_RAW__0SVH_2024-11-14T22:32:34_2024-11-14T22:33:07_056557_06EF58,False,,PT1,s1a-s5-raw-s-vh-20241114t223234-20241114t223307-056557-06ef58.zarr,2024-11-14T22:32:34,2024-11-14T22:33:07,S1A,S5,VH,056557,06ef58
"[[[-178.7319, -31.081], [-177.9194, -30.9258], [-178.323, -29.7094], [-179.1257, -29.8613], [-178.7319, -31.081]]]",,S1A_S5_RAW__0SVH_2024-12-21T06:37:13_2024-12-21T06:37:34_057086_070466,False,,PT1,s1a-s5-raw-s-vh-20241221t063713-20241221t063734-057086-070466.zarr,2024-12-21T06:37:13,2024-12-21T06:37:34,S1A,S5,VH,057086,070466
"[[[165.6018, -11.4994], [166.3132, -11.384], [165.9484, -9.8485], [165.2407, -9.9618], [165.6018, -11.4994]]]",,S1A_S5_RAW__0SVH_2025-02-08T07:23:46_2025-02-08T07:24:12_057801_0720AE,False,,PT1,s1a-s5-raw-s-vh-20250208t072346-20250208t072412-057801-0720ae.zarr,2025-02-08T07:23:46,2025-02-08T07:24:12,S1A,S5,VH,057801,0720ae
"[[[165.6028, -11.4998], [166.3142, -11.3843], [165.9494, -9.8489], [165.2417, -9.9621], [165.6028, -11.4998]]]",,S1A_S5_RAW__0SVH_2025-04-09T07:23:46_2025-04-09T07:24:12_058676_074403,False,,PT1,s1a-s5-raw-s-vh-20250409t072346-20250409t072412-058676-074403.zarr,2025-04-09T07:23:46,2025-04-09T07:24:12,S1A,S5,VH,058676,074403
"[[[-178.7323, -31.0818], [-177.9198, -30.9266], [-178.3233, -29.7102], [-179.1261, -29.8622], [-178.7323, -31.0818]]]",,S1A_S5_RAW__0SVH_2025-05-02T06:37:10_2025-05-02T06:37:31_059011_0751A5,False,,PT1,s1a-s5-raw-s-vh-20250502t063710-20250502t063731-059011-0751a5.zarr,2025-05-02T06:37:10,2025-05-02T06:37:31,S1A,S5,VH,059011,0751a5
"[[[-178.7305, -31.0848], [-177.9179, -30.9295], [-178.3216, -29.7131], [-179.1244, -29.8651], [-178.7305, -31.0848]]]",,S1A_S5_RAW__0SVV_2023-03-26T06:37:12_2023-03-26T06:37:32_047811_05BE89,False,,PT1,s1a-s5-raw-s-vv-20230326t063712-20230326t063732-047811-05be89.zarr,2023-03-26T06:37:12,2023-03-26T06:37:32,S1A,S5,VV,047811,05be89
"[[[165.6024, -11.4993], [166.3138, -11.3838], [165.949, -9.8484], [165.2412, -9.9617], [165.6024, -11.4993]]]",,S1A_S5_RAW__0SVV_2023-03-27T07:23:48_2023-03-27T07:24:13_047826_05BF08,False,,PT1,s1a-s5-raw-s-vv-20230327t072348-20230327t072413-047826-05bf08.zarr,2023-03-27T07:23:48,2023-03-27T07:24:13,S1A,S5,VV,047826,05bf08
"[[[146.3406, 17.4378], [146.4687, 18.0769], [145.7344, 18.1641], [145.609, 17.5252], [146.3406, 17.4378]]]",,S1A_S5_RAW__0SVV_2023-05-29T20:07:34_2023-05-29T20:07:45_048753_05DCFD,False,,PT1,s1a-s5-raw-s-vv-20230529t200734-20230529t200745-048753-05dcfd.zarr,2023-05-29T20:07:34,2023-05-29T20:07:45,S1A,S5,VV,048753,05dcfd
"[[[-5.8406, -17.0182], [-5.1113, -16.8938], [-5.5782, -15.0638], [-6.3009, -15.185], [-5.8406, -17.0182]]]",,S1A_S5_RAW__0SVV_2023-06-07T18:53:30_2023-06-07T18:54:01_048883_05E0E8,False,,PT1,s1a-s5-raw-s-vv-20230607t185330-20230607t185401-048883-05e0e8.zarr,2023-06-07T18:53:30,2023-06-07T18:54:01,S1A,S5,VV,048883,05e0e8
"[[[165.6022, -11.4995], [166.3136, -11.3841], [165.9488, -9.8486], [165.241, -9.9619], [165.6022, -11.4995]]]",,S1A_S5_RAW__0SVV_2023-06-19T07:23:52_2023-06-19T07:24:17_049051_05E606,False,,PT1,s1a-s5-raw-s-vv-20230619t072352-20230619t072417-049051-05e606.zarr,2023-06-19T07:23:52,2023-06-19T07:24:17,S1A,S5,VV,049051,05e606
"[[[165.6014, -11.4993], [166.3128, -11.3838], [165.948, -9.8483], [165.2402, -9.9616], [165.6014, -11.4993]]]",,S1A_S5_RAW__0SVV_2023-07-25T07:23:54_2023-07-25T07:24:19_049576_05F61A,False,,PT1,s1a-s5-raw-s-vv-20230725t072354-20230725t072419-049576-05f61a.zarr,2023-07-25T07:23:54,2023-07-25T07:24:19,S1A,S5,VV,049576,05f61a
"[[[-5.8434, -17.018], [-5.1141, -16.8936], [-5.5811, -15.0636], [-6.3037, -15.1848], [-5.8434, -17.018]]]",,S1A_S5_RAW__0SVV_2023-07-25T18:53:34_2023-07-25T18:54:04_049583_05F657,False,,PT1,s1a-s5-raw-s-vv-20230725t185334-20230725t185404-049583-05f657.zarr,2023-07-25T18:53:34,2023-07-25T18:54:04,S1A,S5,VV,049583,05f657
"[[[-178.7319, -31.0812], [-177.9194, -30.9259], [-178.323, -29.7095], [-179.1258, -29.8615], [-178.7319, -31.0812]]]",,S1A_S5_RAW__0SVV_2023-09-10T06:37:20_2023-09-10T06:37:41_050261_060CDF,False,,PT1,s1a-s5-raw-s-vv-20230910t063720-20230910t063741-050261-060cdf.zarr,2023-09-10T06:37:20,2023-09-10T06:37:41,S1A,S5,VV,050261,060cdf
"[[[-5.8431, -17.018], [-5.1138, -16.8936], [-5.5808, -15.0635], [-6.3034, -15.1848], [-5.8431, -17.018]]]",,S1A_S5_RAW__0SVV_2023-09-11T18:53:36_2023-09-11T18:54:07_050283_060DA9,False,,PT1,s1a-s5-raw-s-vv-20230911t185336-20230911t185407-050283-060da9.zarr,2023-09-11T18:53:36,2023-09-11T18:54:07,S1A,S5,VV,050283,060da9
"[[[165.6031, -11.4994], [166.3144, -11.384], [165.9496, -9.8485], [165.2419, -9.9618], [165.6031, -11.4994]]]",,S1A_S5_RAW__0SVV_2023-10-05T07:23:57_2023-10-05T07:24:22_050626_061954,False,,PT1,s1a-s5-raw-s-vv-20231005t072357-20231005t072422-050626-061954.zarr,2023-10-05T07:23:57,2023-10-05T07:24:22,S1A,S5,VV,050626,061954
"[[[165.602, -11.4992], [166.3134, -11.3838], [165.9486, -9.8483], [165.2408, -9.9616], [165.602, -11.4992]]]",,S1A_S5_RAW__0SVV_2023-10-17T07:23:57_2023-10-17T07:24:22_050801_061F62,False,,PT1,s1a-s5-raw-s-vv-20231017t072357-20231017t072422-050801-061f62.zarr,2023-10-17T07:23:57,2023-10-17T07:24:22,S1A,S5,VV,050801,061f62
"[[[-5.8416, -17.0182], [-5.1122, -16.8938], [-5.5792, -15.0637], [-6.3018, -15.185], [-5.8416, -17.0182]]]",,S1A_S5_RAW__0SVV_2023-11-10T18:53:36_2023-11-10T18:54:07_051158_062B97,False,,PT1,s1a-s5-raw-s-vv-20231110t185336-20231110t185407-051158-062b97.zarr,2023-11-10T18:53:36,2023-11-10T18:54:07,S1A,S5,VV,051158,062b97
"[[[145.796, 14.7162], [146.167, 16.565], [145.4389, 16.653], [145.0746, 14.8053], [145.796, 14.7162]]]",,S1A_S5_RAW__0SVV_2023-12-07T20:08:04_2023-12-07T20:08:35_051553_06393E,False,,PT1,s1a-s5-raw-s-vv-20231207t200804-20231207t200835-051553-06393e.zarr,2023-12-07T20:08:04,2023-12-07T20:08:35,S1A,S5,VV,051553,06393e
"[[[165.6026, -11.4995], [166.3139, -11.3841], [165.9491, -9.8486], [165.2414, -9.9619], [165.6026, -11.4995]]]",,S1A_S5_RAW__0SVV_2024-01-09T07:23:54_2024-01-09T07:24:19_052026_064989,False,,PT1,s1a-s5-raw-s-vv-20240109t072354-20240109t072419-052026-064989.zarr,2024-01-09T07:23:54,2024-01-09T07:24:19,S1A,S5,VV,052026,064989
"[[[-5.8425, -17.0184], [-5.1132, -16.8941], [-5.5801, -15.0639], [-6.3027, -15.1852], [-5.8425, -17.0184]]]",,S1A_S5_RAW__0SVV_2024-01-09T18:53:34_2024-01-09T18:54:04_052033_0649CD,False,,PT1,s1a-s5-raw-s-vv-20240109t185334-20240109t185404-052033-0649cd.zarr,2024-01-09T18:53:34,2024-01-09T18:54:04,S1A,S5,VV,052033,0649cd
"[[[165.6025, -11.4999], [166.3138, -11.3844], [165.949, -9.8489], [165.2413, -9.9622], [165.6025, -11.4999]]]",,S1A_S5_RAW__0SVV_2024-01-21T07:23:53_2024-01-21T07:24:19_052201_064F75,False,,PT1,s1a-s5-raw-s-vv-20240121t072353-20240121t072419-052201-064f75.zarr,2024-01-21T07:23:53,2024-01-21T07:24:19,S1A,S5,VV,052201,064f75
"[[[165.6028, -11.4996], [166.3142, -11.3842], [165.9493, -9.8487], [165.2416, -9.962], [165.6028, -11.4996]]]",,S1A_S5_RAW__0SVV_2024-02-02T07:23:53_2024-02-02T07:24:18_052376_065564,False,,PT1,s1a-s5-raw-s-vv-20240202t072353-20240202t072418-052376-065564.zarr,2024-02-02T07:23:53,2024-02-02T07:24:18,S1A,S5,VV,052376,065564
"[[[-178.7317, -31.0814], [-177.9192, -30.9261], [-178.3228, -29.7097], [-179.1256, -29.8617], [-178.7317, -31.0814]]]",,S1A_S5_RAW__0SVV_2024-04-01T06:37:17_2024-04-01T06:37:38_053236_0673A6,False,,PT1,s1a-s5-raw-s-vv-20240401t063717-20240401t063738-053236-0673a6.zarr,2024-04-01T06:37:17,2024-04-01T06:37:38,S1A,S5,VV,053236,0673a6
"[[[165.6015, -11.4998], [166.3129, -11.3844], [165.9482, -9.8489], [165.2404, -9.9621], [165.6015, -11.4998]]]",,S1A_S5_RAW__0SVV_2024-05-20T07:23:54_2024-05-20T07:24:19_053951_068EE9,False,,PT1,s1a-s5-raw-s-vv-20240520t072354-20240520t072419-053951-068ee9.zarr,2024-05-20T07:23:54,2024-05-20T07:24:19,S1A,S5,VV,053951,068ee9
"[[[-5.8442, -17.018], [-5.1149, -16.8936], [-5.5817, -15.0635], [-6.3043, -15.1848], [-5.8442, -17.018]]]",,S1A_S5_RAW__0SVV_2024-06-01T18:53:34_2024-06-01T18:54:04_054133_069533,False,,PT1,s1a-s5-raw-s-vv-20240601t185334-20240601t185404-054133-069533.zarr,2024-06-01T18:53:34,2024-06-01T18:54:04,S1A,S5,VV,054133,069533
"[[[165.602, -11.4993], [166.3134, -11.3839], [165.9487, -9.8485], [165.2409, -9.9617], [165.602, -11.4993]]]",,S1A_S5_RAW__0SVV_2024-07-31T07:23:51_2024-07-31T07:24:17_055001_06B354,False,,PT1,s1a-s5-raw-s-vv-20240731t072351-20240731t072417-055001-06b354.zarr,2024-07-31T07:23:51,2024-07-31T07:24:17,S1A,S5,VV,055001,06b354
"[[[165.6024, -11.4995], [166.3138, -11.3841], [165.949, -9.8486], [165.2412, -9.9619], [165.6024, -11.4995]]]",,S1A_S5_RAW__0SVV_2024-08-12T07:23:51_2024-08-12T07:24:17_055176_06B980,False,,PT1,s1a-s5-raw-s-vv-20240812t072351-20240812t072417-055176-06b980.zarr,2024-08-12T07:23:51,2024-08-12T07:24:17,S1A,S5,VV,055176,06b980
"[[[165.6029, -11.4995], [166.3144, -11.384], [165.9496, -9.8486], [165.2418, -9.9618], [165.6029, -11.4995]]]",,S1A_S5_RAW__0SVV_2024-08-24T07:23:52_2024-08-24T07:24:17_055351_06BFFE,False,,PT1,s1a-s5-raw-s-vv-20240824t072352-20240824t072417-055351-06bffe.zarr,2024-08-24T07:23:52,2024-08-24T07:24:17,S1A,S5,VV,055351,06bffe
"[[[-63.5927, 1.5901], [-62.8951, 1.6897], [-63.3445, 3.8359], [-64.0433, 3.7384], [-63.5927, 1.5901]]]",,S1A_S5_RAW__0SVV_2024-09-27T22:32:38_2024-09-27T22:33:14_055857_06D3A2,False,,PT1,s1a-s5-raw-s-vv-20240927t223238-20240927t223314-055857-06d3a2.zarr,2024-09-27T22:32:38,2024-09-27T22:33:14,S1A,S5,VV,055857,06d3a2
"[[[-63.8608, 2.8592], [-63.1626, 2.9575], [-63.421, 4.1987], [-64.1201, 4.1015], [-63.8608, 2.8592]]]",,S1A_S5_RAW__0SVV_2024-11-14T22:32:34_2024-11-14T22:33:07_056557_06EF58,False,,PT1,s1a-s5-raw-s-vv-20241114t223234-20241114t223307-056557-06ef58.zarr,2024-11-14T22:32:34,2024-11-14T22:33:07,S1A,S5,VV,056557,06ef58
"[[[-178.7319, -31.081], [-177.9194, -30.9258], [-178.323, -29.7094], [-179.1257, -29.8613], [-178.7319, -31.081]]]",,S1A_S5_RAW__0SVV_2024-12-21T06:37:13_2024-12-21T06:37:34_057086_070466,False,,PT1,s1a-s5-raw-s-vv-20241221t063713-20241221t063734-057086-070466.zarr,2024-12-21T06:37:13,2024-12-21T06:37:34,S1A,S5,VV,057086,070466
"[[[165.6018, -11.4994], [166.3132, -11.384], [165.9484, -9.8485], [165.2407, -9.9618], [165.6018, -11.4994]]]",,S1A_S5_RAW__0SVV_2025-02-08T07:23:46_2025-02-08T07:24:12_057801_0720AE,False,,PT1,s1a-s5-raw-s-vv-20250208t072346-20250208t072412-057801-0720ae.zarr,2025-02-08T07:23:46,2025-02-08T07:24:12,S1A,S5,VV,057801,0720ae
"[[[165.6028, -11.4998], [166.3142, -11.3843], [165.9494, -9.8489], [165.2417, -9.9621], [165.6028, -11.4998]]]",,S1A_S5_RAW__0SVV_2025-04-09T07:23:46_2025-04-09T07:24:12_058676_074403,False,,PT1,s1a-s5-raw-s-vv-20250409t072346-20250409t072412-058676-074403.zarr,2025-04-09T07:23:46,2025-04-09T07:24:12,S1A,S5,VV,058676,074403
"[[[-178.7323, -31.0818], [-177.9198, -30.9266], [-178.3233, -29.7102], [-179.1261, -29.8622], [-178.7323, -31.0818]]]",,S1A_S5_RAW__0SVV_2025-05-02T06:37:10_2025-05-02T06:37:31_059011_0751A5,False,,PT1,s1a-s5-raw-s-vv-20250502t063710-20250502t063731-059011-0751a5.zarr,2025-05-02T06:37:10,2025-05-02T06:37:31,S1A,S5,VV,059011,0751a5
"[[[12.9313, 31.7017], [13.1858, 32.9485], [12.3519, 33.0271], [12.1091, 31.7807], [12.9313, 31.7017]]]",,S1A_S6_RAW__0SHH_2024-06-23T05:06:37_2024-06-23T05:06:57_054446_06A009,False,,PT1,s1a-s6-raw-s-hh-20240623t050637-20240623t050657-054446-06a009.zarr,2024-06-23T05:06:37,2024-06-23T05:06:57,S1A,S6,HH,054446,06a009
"[[[-5.7372, -17.3841], [-5.2688, -15.549], [-5.9913, -15.4257], [-6.4665, -17.2574], [-5.7372, -17.3841]]]",,S1A_S6_RAW__0SVH_2023-03-21T05:52:50_2023-03-21T05:53:20_047738_05BC13,False,,PT1,s1a-s6-raw-s-vh-20230321t055250-20230321t055320-047738-05bc13.zarr,2023-03-21T05:52:50,2023-03-21T05:53:20,S1A,S6,VH,047738,05bc13
"[[[145.5501, 17.3324], [146.2802, 17.4181], [145.8979, 19.3944], [145.1591, 19.3099], [145.5501, 17.3324]]]",,S1A_S6_RAW__0SVH_2023-03-26T08:28:55_2023-03-26T08:29:28_047813_05BE95,False,,PT1,s1a-s6-raw-s-vh-20230326t082855-20230326t082928-047813-05be95.zarr,2023-03-26T08:28:55,2023-03-26T08:29:28,S1A,S6,VH,047813,05be95
"[[[145.2511, 18.8443], [145.9877, 18.929], [145.6307, 20.7799], [144.8852, 20.6962], [145.2511, 18.8443]]]",,S1A_S6_RAW__0SVH_2023-03-26T08:29:45_2023-03-26T08:30:16_047813_05BE95,False,,PT1,s1a-s6-raw-s-vh-20230326t082945-20230326t083016-047813-05be95.zarr,2023-03-26T08:29:45,2023-03-26T08:30:16,S1A,S6,VH,047813,05be95
"[[[145.2512, 18.8477], [145.9878, 18.9325], [145.6308, 20.7833], [144.8853, 20.6997], [145.2512, 18.8477]]]",,S1A_S6_RAW__0SVH_2023-04-07T08:29:21_2023-04-07T08:29:53_047988_05C47E,False,,PT1,s1a-s6-raw-s-vh-20230407t082921-20230407t082953-047988-05c47e.zarr,2023-04-07T08:29:21,2023-04-07T08:29:53,S1A,S6,VH,047988,05c47e
"[[[55.632, -22.0186], [56.3823, -21.8827], [55.9538, -20.3552], [55.2112, -20.4878], [55.632, -22.0186]]]",,S1A_S6_RAW__0SVH_2023-04-19T14:53:25_2023-04-19T14:53:51_048166_05CA83,False,,PT1,s1a-s6-raw-s-vh-20230419t145325-20230419t145351-048166-05ca83.zarr,2023-04-19T14:53:25,2023-04-19T14:53:51,S1A,S6,VH,048166,05ca83
"[[[55.6307, -22.0188], [56.381, -21.8829], [55.9525, -20.3553], [55.2098, -20.488], [55.6307, -22.0188]]]",,S1A_S6_RAW__0SVH_2023-05-25T14:53:28_2023-05-25T14:53:53_048691_05DB26,False,,PT1,s1a-s6-raw-s-vh-20230525t145328-20230525t145353-048691-05db26.zarr,2023-05-25T14:53:28,2023-05-25T14:53:53,S1A,S6,VH,048691,05db26
"[[[145.2487, 18.8532], [145.9853, 18.938], [145.6283, 20.7888], [144.8828, 20.7052], [145.2487, 18.8532]]]",,S1A_S6_RAW__0SVH_2023-08-05T08:29:52_2023-08-05T08:30:23_049738_05FB18,False,,PT1,s1a-s6-raw-s-vh-20230805t082952-20230805t083023-049738-05fb18.zarr,2023-08-05T08:29:52,2023-08-05T08:30:23,S1A,S6,VH,049738,05fb18
"[[[-5.7381, -17.384], [-5.2697, -15.5489], [-5.9922, -15.4256], [-6.4675, -17.2573], [-5.7381, -17.384]]]",,S1A_S6_RAW__0SVH_2023-08-24T05:52:57_2023-08-24T05:53:28_050013_06045A,False,,PT1,s1a-s6-raw-s-vh-20230824t055257-20230824t055328-050013-06045a.zarr,2023-08-24T05:52:57,2023-08-24T05:53:28,S1A,S6,VH,050013,06045a
"[[[-12.6053, -38.8614], [-11.8896, -37.0657], [-12.7569, -36.8878], [-13.4927, -38.6768], [-12.6053, -38.8614]]]",,S1A_S6_RAW__0SVH_2023-10-23T05:59:01_2023-10-23T05:59:32_050888_062244,False,,PT1,s1a-s6-raw-s-vh-20231023t055901-20231023t055932-050888-062244.zarr,2023-10-23T05:59:01,2023-10-23T05:59:32,S1A,S6,VH,050888,062244
"[[[-46.4475, -24.7334], [-45.6818, -24.5914], [-46.2173, -22.7702], [-46.9726, -22.908], [-46.4475, -24.7334]]]",,S1A_S6_RAW__0SVH_2023-11-07T21:44:14_2023-11-07T21:44:44_051116_062A2D,False,,PT1,s1a-s6-raw-s-vh-20231107t214414-20231107t214444-051116-062a2d.zarr,2023-11-07T21:44:14,2023-11-07T21:44:44,S1A,S6,VH,051116,062a2d
"[[[-12.6038, -38.8618], [-11.8882, -37.0661], [-12.7554, -36.8882], [-13.4912, -38.6772], [-12.6038, -38.8618]]]",,S1A_S6_RAW__0SVH_2023-12-10T05:59:00_2023-12-10T05:59:31_051588_063A6B,False,,PT1,s1a-s6-raw-s-vh-20231210t055900-20231210t055931-051588-063a6b.zarr,2023-12-10T05:59:00,2023-12-10T05:59:31,S1A,S6,VH,051588,063a6b
"[[[145.2504, 18.8478], [145.987, 18.9325], [145.63, 20.7834], [144.8845, 20.6997], [145.2504, 18.8478]]]",,S1A_S6_RAW__0SVH_2023-12-15T08:29:53_2023-12-15T08:30:23_051663_063D0D,False,,PT1,s1a-s6-raw-s-vh-20231215t082953-20231215t083023-051663-063d0d.zarr,2023-12-15T08:29:53,2023-12-15T08:30:23,S1A,S6,VH,051663,063d0d
"[[[-24.5527, 14.1233], [-23.8343, 14.2112], [-24.0781, 15.4584], [-24.8008, 15.3714], [-24.5527, 14.1233]]]",,S1A_S6_RAW__0SVH_2023-12-22T19:51:32_2023-12-22T19:51:53_051772_0640D8,False,,PT1,s1a-s6-raw-s-vh-20231222t195132-20231222t195153-051772-0640d8.zarr,2023-12-22T19:51:32,2023-12-22T19:51:53,S1A,S6,VH,051772,0640d8
"[[[-88.0178, 40.7533], [-87.6755, 42.2993], [-88.6239, 42.3772], [-88.9434, 40.8311], [-88.0178, 40.7533]]]",,S1A_S6_RAW__0SVH_2024-01-17T11:55:27_2024-01-17T11:55:53_052146_064D9D,False,,PT1,s1a-s6-raw-s-vh-20240117t115527-20240117t115553-052146-064d9d.zarr,2024-01-17T11:55:27,2024-01-17T11:55:53,S1A,S6,VH,052146,064d9d
"[[[-46.448, -24.7325], [-45.6823, -24.5905], [-46.2178, -22.7692], [-46.9731, -22.9071], [-46.448, -24.7325]]]",,S1A_S6_RAW__0SVH_2024-01-18T21:44:11_2024-01-18T21:44:41_052166_064E50,False,,PT1,s1a-s6-raw-s-vh-20240118t214411-20240118t214441-052166-064e50.zarr,2024-01-18T21:44:11,2024-01-18T21:44:41,S1A,S6,VH,052166,064e50
"[[[145.251, 18.8478], [145.9876, 18.9325], [145.6305, 20.7834], [144.885, 20.6997], [145.251, 18.8478]]]",,S1A_S6_RAW__0SVH_2024-02-13T08:29:25_2024-02-13T08:29:58_052538_065AD0,False,,PT1,s1a-s6-raw-s-vh-20240213t082925-20240213t082958-052538-065ad0.zarr,2024-02-13T08:29:25,2024-02-13T08:29:58,S1A,S6,VH,052538,065ad0
"[[[145.2518, 18.8476], [145.9883, 18.9323], [145.6314, 20.7832], [144.8859, 20.6995], [145.2518, 18.8476]]]",,S1A_S6_RAW__0SVH_2024-04-25T08:29:26_2024-04-25T08:29:59_053588_06817A,False,,PT1,s1a-s6-raw-s-vh-20240425t082926-20240425t082959-053588-06817a.zarr,2024-04-25T08:29:26,2024-04-25T08:29:59,S1A,S6,VH,053588,06817a
"[[[145.2514, 18.8476], [145.9879, 18.9324], [145.631, 20.7832], [144.8856, 20.6996], [145.2514, 18.8476]]]",,S1A_S6_RAW__0SVH_2024-05-31T08:29:26_2024-05-31T08:29:59_054113_069483,False,,PT1,s1a-s6-raw-s-vh-20240531t082926-20240531t082959-054113-069483.zarr,2024-05-31T08:29:26,2024-05-31T08:29:59,S1A,S6,VH,054113,069483
"[[[145.2526, 18.8473], [145.9891, 18.932], [145.6322, 20.7829], [144.8868, 20.6993], [145.2526, 18.8473]]]",,S1A_S6_RAW__0SVH_2024-06-12T08:29:51_2024-06-12T08:30:21_054288_069A8E,False,,PT1,s1a-s6-raw-s-vh-20240612t082951-20240612t083021-054288-069a8e.zarr,2024-06-12T08:29:51,2024-06-12T08:30:21,S1A,S6,VH,054288,069a8e
"[[[145.2528, 18.8452], [145.9893, 18.9299], [145.6324, 20.7808], [144.887, 20.6972], [145.2528, 18.8452]]]",,S1A_S6_RAW__0SVH_2024-06-24T08:29:50_2024-06-24T08:30:21_054463_06A0A0,False,,PT1,s1a-s6-raw-s-vh-20240624t082950-20240624t083021-054463-06a0a0.zarr,2024-06-24T08:29:50,2024-06-24T08:30:21,S1A,S6,VH,054463,06a0a0
"[[[55.6288, -22.0194], [56.3791, -21.8836], [55.9507, -20.356], [55.2081, -20.4886], [55.6288, -22.0194]]]",,S1A_S6_RAW__0SVH_2024-07-06T14:53:30_2024-07-06T14:53:55_054641_06A6D5,False,,PT1,s1a-s6-raw-s-vh-20240706t145330-20240706t145355-054641-06a6d5.zarr,2024-07-06T14:53:30,2024-07-06T14:53:55,S1A,S6,VH,054641,06a6d5
"[[[-46.4487, -24.7325], [-45.6829, -24.5905], [-46.2184, -22.7693], [-46.9737, -22.9071], [-46.4487, -24.7325]]]",,S1A_S6_RAW__0SVH_2024-07-28T21:44:09_2024-07-28T21:44:39_054966_06B223,False,,PT1,s1a-s6-raw-s-vh-20240728t214409-20240728t214439-054966-06b223.zarr,2024-07-28T21:44:09,2024-07-28T21:44:39,S1A,S6,VH,054966,06b223
"[[[145.252, 18.848], [145.9886, 18.9327], [145.6316, 20.7836], [144.8861, 20.7], [145.252, 18.848]]]",,S1A_S6_RAW__0SVH_2024-07-30T08:29:49_2024-07-30T08:30:20_054988_06B2E1,False,,PT1,s1a-s6-raw-s-vh-20240730t082949-20240730t083020-054988-06b2e1.zarr,2024-07-30T08:29:49,2024-07-30T08:30:20,S1A,S6,VH,054988,06b2e1
"[[[-5.737, -17.3844], [-5.2686, -15.5493], [-5.9911, -15.426], [-6.4663, -17.2578], [-5.737, -17.3844]]]",,S1A_S6_RAW__0SVH_2024-08-30T05:52:54_2024-08-30T05:53:25_055438_06C326,False,,PT1,s1a-s6-raw-s-vh-20240830t055254-20240830t055325-055438-06c326.zarr,2024-08-30T05:52:54,2024-08-30T05:53:25,S1A,S6,VH,055438,06c326
"[[[-24.5534, 14.1239], [-23.8349, 14.2119], [-24.0788, 15.459], [-24.8015, 15.372], [-24.5534, 14.1239]]]",,S1A_S6_RAW__0SVH_2024-08-30T19:51:29_2024-08-30T19:51:50_055447_06C381,False,,PT1,s1a-s6-raw-s-vh-20240830t195129-20240830t195150-055447-06c381.zarr,2024-08-30T19:51:29,2024-08-30T19:51:50,S1A,S6,VH,055447,06c381
"[[[-24.5543, 14.1237], [-23.8359, 14.2117], [-24.0798, 15.4589], [-24.8025, 15.3718], [-24.5543, 14.1237]]]",,S1A_S6_RAW__0SVH_2024-09-11T19:51:30_2024-09-11T19:51:51_055622_06CA59,False,,PT1,s1a-s6-raw-s-vh-20240911t195130-20240911t195151-055622-06ca59.zarr,2024-09-11T19:51:30,2024-09-11T19:51:51,S1A,S6,VH,055622,06ca59
"[[[-46.4491, -24.7324], [-45.6833, -24.5904], [-46.2189, -22.7692], [-46.9742, -22.9071], [-46.4491, -24.7324]]]",,S1A_S6_RAW__0SVH_2024-09-14T21:44:10_2024-09-14T21:44:41_055666_06CC1B,False,,PT1,s1a-s6-raw-s-vh-20240914t214410-20240914t214441-055666-06cc1b.zarr,2024-09-14T21:44:10,2024-09-14T21:44:41,S1A,S6,VH,055666,06cc1b
"[[[-46.4474, -24.7321], [-45.6817, -24.59], [-46.2173, -22.7688], [-46.9726, -22.9067], [-46.4474, -24.7321]]]",,S1A_S6_RAW__0SVH_2024-09-26T21:44:10_2024-09-26T21:44:41_055841_06D309,False,,PT1,s1a-s6-raw-s-vh-20240926t214410-20240926t214441-055841-06d309.zarr,2024-09-26T21:44:10,2024-09-26T21:44:41,S1A,S6,VH,055841,06d309
"[[[-88.021, 40.7523], [-87.6786, 42.2983], [-88.627, 42.3762], [-88.9465, 40.8301], [-88.021, 40.7523]]]",,S1A_S6_RAW__0SVH_2024-10-07T11:55:28_2024-10-07T11:55:53_055996_06D920,False,,PT1,s1a-s6-raw-s-vh-20241007t115528-20241007t115553-055996-06d920.zarr,2024-10-07T11:55:28,2024-10-07T11:55:53,S1A,S6,VH,055996,06d920
